Id,Label,Node_value,Node_cluster,Node_cluster_len,Node_lineage,Node_lineage_raw,Node_lineage2
366614,366614-B.1.617.2,1000,764,1305,B.1.617.2,B.1.617.2,Delta
366648,366648-AY.44,100,61,8723,AY.44,AY.44,Delta
368620,368620-AY.9,1000,442,2770,AY.9,AY.9,Delta
376445,376445-B.1.617.2,1000,160,8230,B.1.617.2,B.1.617.2,Delta
376610,376610-B.1.617.2,1000,802,2320,B.1.617.2,B.1.617.2,Delta
376629,376629-AY.38,100,548,1577,AY.38,AY.38,Delta
377580,377580-AY.122,100,592,1511,AY.122,AY.122,Delta
377816,377816-B.1.1.7,100,313,2031,B.1.1.7,B.1.1.7,Alpha
386386,386386-AY.44,1000,61,8723,AY.44,AY.44,Delta
389348,389348-B.1.617.2,1000,564,1547,B.1.617.2,B.1.617.2,Delta
393585,393585-B.1.617.2,100,454,1716,B.1.617.2,B.1.617.2,Delta
393644,393644-AY.9,100,841,1221,AY.9,AY.9,Delta
393798,393798-B.1.617.2,100,401,4337,B.1.617.2,B.1.617.2,Delta
394162,394162-AY.122,1000,584,1526,AY.122,AY.122,Delta
394163,394163-AY.122,1000,239,3040,AY.122,AY.122,Delta
396749,396749-AY.46,100,346,1930,AY.46,AY.46,Delta
400155,400155-AY.111,100,66,11051,AY.111,AY.111,Delta
400606,400606-AY.122,1000,789,2311,AY.122,AY.122,Delta
401386,401386-AY.44,1000,581,4390,AY.44,AY.44,Delta
410055,410055-B.1.617.2,100,802,2320,B.1.617.2,B.1.617.2,Delta
410378,410378-B.1.617.2,1000,838,3813,B.1.617.2,B.1.617.2,Delta
410486,410486-B.1.617.2,1000,250,3030,B.1.617.2,B.1.617.2,Delta
410763,410763-AY.5,1000,704,1371,AY.5,AY.5,Delta
411645,411645-B.1.617.2,100,584,1526,B.1.617.2,B.1.617.2,Delta
412117,412117-B.1.619.1,100,424,1763,B.1.619.1,B.1.619.1,B.1.619.1
415216,415216-B.1.617.2,100,93,11109,B.1.617.2,B.1.617.2,Delta
417185,417185-B.1.619.1,1000,424,1763,B.1.619.1,B.1.619.1,B.1.619.1
418633,418633-AY.38,100,652,1440,AY.38,AY.38,Delta
418814,418814-AY.27,100,419,1779,AY.27,AY.27,Delta
419056,419056-B.1.617.2,1000,51,13055,B.1.617.2,B.1.617.2,Delta
419919,419919-AY.122,1000,790,1273,AY.122,AY.122,Delta
420756,420756-B.1.617.2,100,473,1691,B.1.617.2,B.1.617.2,Delta
422952,422952-AY.122,1000,440,1738,AY.122,AY.122,Delta
425078,425078-AY.25,100,376,2917,AY.25,AY.25,Delta
425177,425177-AY.4,1000,11,56838,AY.4,AY.4,Delta
425325,425325-AY.4,1000,32,22761,AY.4,AY.4,Delta
426158,426158-B.1.617.2,100,473,1691,B.1.617.2,B.1.617.2,Delta
427429,427429-B.1.617.2,100,223,3578,B.1.617.2,B.1.617.2,Delta
427500,427500-AY.14,100,517,2251,AY.14,AY.14,Delta
428007,428007-B.1.1.7,100,131,3329,B.1.1.7,B.1.1.7,Alpha
428195,428195-AY.122,1000,88,7183,AY.122,AY.122,Delta
428496,428496-AY.99,100,66,11051,AY.99,AY.99,Delta
428497,428497-AY.99,100,66,11051,AY.99,AY.99,Delta
429060,429060-AY.44,1000,37,15248,AY.44,AY.44,Delta
432493,432493-B.1.617.2,100,802,2320,B.1.617.2,B.1.617.2,Delta
433244,433244-AY.14,100,517,2251,AY.14,AY.14,Delta
433520,433520-AY.5,1000,107,6892,AY.5,AY.5,Delta
437468,437468-AY.26,100,443,2644,AY.26,AY.26,Delta
437536,437536-AY.26,100,443,2644,AY.26,AY.26,Delta
442311,442311-AY.122,100,790,1273,AY.122,AY.122,Delta
445049,445049-B.1.617.2,100,802,2320,B.1.617.2,B.1.617.2,Delta
445304,445304-AY.75,100,208,2515,AY.75,AY.75,Delta
445763,445763-P.1.17,1000,629,1471,P.1.17,P.1.17,P
446364,446364-AY.25,1000,68,10470,AY.25,AY.25,Delta
449150,449150-B.1.1.7,100,175,3650,B.1.1.7,B.1.1.7,Alpha
449456,449456-AY.4,1000,180,4464,AY.4,AY.4,Delta
449642,449642-B.1.617.2,100,646,1447,B.1.617.2,B.1.617.2,Delta
452156,452156-AY.93,1000,641,1455,AY.93,AY.93,Delta
454444,454444-AY.4,1000,102,7807,AY.4,AY.4,Delta
454715,454715-AY.5,1000,148,3469,AY.5,AY.5,Delta
455821,455821-B.1.617.2,100,383,1849,B.1.617.2,B.1.617.2,Delta
459634,459634-B.1.617.2,1000,355,1915,B.1.617.2,B.1.617.2,Delta
460271,460271-AY.39,1000,380,2768,AY.39,AY.39,Delta
461152,461152-B.1.617.2,100,473,1691,B.1.617.2,B.1.617.2,Delta
464330,464330-B.1.617.2,1000,931,1113,B.1.617.2,B.1.617.2,Delta
464405,464405-B.1.617.2,1000,666,1426,B.1.617.2,B.1.617.2,Delta
464682,464682-AY.3,100,193,5806,AY.3,AY.3,Delta
465138,465138-AY.74,100,674,1420,AY.74,AY.74,Delta
465498,465498-AY.120,1000,153,5467,AY.120,AY.120,Delta
465527,465527-AY.120.1,100,498,1649,AY.120.1,AY.120.1,Delta
468598,468598-B.1.617.2,100,713,1360,B.1.617.2,B.1.617.2,Delta
468795,468795-AY.25,100,376,2917,AY.25,AY.25,Delta
469830,469830-AY.4,1000,81,10849,AY.4,AY.4,Delta
472405,472405-AY.75,100,208,2515,AY.75,AY.75,Delta
472566,472566-AY.13,100,401,4337,AY.13,AY.13,Delta
472781,472781-AY.13,100,754,1311,AY.13,AY.13,Delta
472790,472790-AY.98,100,755,2291,AY.98,AY.98,Delta
473830,473830-B.1.617.2,100,383,1849,B.1.617.2,B.1.617.2,Delta
476405,476405-B.1.617.2,100,688,1392,B.1.617.2,B.1.617.2,Delta
476408,476408-AY.122,1000,634,1464,AY.122,AY.122,Delta
476410,476410-AY.6,1000,650,1441,AY.6,AY.6,Delta
476421,476421-AY.14,100,517,2251,AY.14,AY.14,Delta
476564,476564-AY.6,1000,155,4234,AY.6,AY.6,Delta
476759,476759-AY.4,100,11,56838,AY.4,AY.4,Delta
476770,476770-AY.122,1000,109,7552,AY.122,AY.122,Delta
476985,476985-AY.7,100,193,5806,AY.7,AY.7,Delta
477070,477070-B.1.617.2,100,473,1691,B.1.617.2,B.1.617.2,Delta
477256,477256-AY.7,100,193,5806,AY.7,AY.7,Delta
477358,477358-AY.101,100,473,1691,AY.101,AY.101,Delta
478949,478949-AY.120,1000,845,1209,AY.120,AY.120,Delta
478953,478953-AY.25,1000,166,2858,AY.25,AY.25,Delta
481458,481458-B.1.617.2,100,160,8230,B.1.617.2,B.1.617.2,Delta
482028,482028-B.1.617.2,100,641,1455,B.1.617.2,B.1.617.2,Delta
482044,482044-AY.4,1000,413,1798,AY.4,AY.4,Delta
482516,482516-AY.42,100,682,2903,AY.42,AY.42,Delta
487268,487268-AY.42,100,682,2903,AY.42,AY.42,Delta
487823,487823-AY.4,1000,441,1736,AY.4,AY.4,Delta
490790,490790-AY.54,100,401,4337,AY.54,AY.54,Delta
490856,490856-AY.26,1000,806,1258,AY.26,AY.26,Delta
490965,490965-AY.74,100,674,1420,AY.74,AY.74,Delta
494617,494617-AY.75,100,208,2515,AY.75,AY.75,Delta
494768,494768-AY.43,100,193,5806,AY.43,AY.43,Delta
494906,494906-AY.98,100,755,2291,AY.98,AY.98,Delta
495172,495172-B.1.617.2,1000,150,5907,B.1.617.2,B.1.617.2,Delta
498102,498102-AY.103,1000,99,8871,AY.103,AY.103,Delta
498494,498494-AY.4,100,733,1330,AY.4,AY.4,Delta
498807,498807-AY.120,1000,555,1567,AY.120,AY.120,Delta
498808,498808-AY.4,100,648,1443,AY.4,AY.4,Delta
501599,501599-AY.4,1000,420,1771,AY.4,AY.4,Delta
503297,503297-AY.3,100,617,2769,AY.3,AY.3,Delta
503305,503305-B.1.617.2,100,319,2016,B.1.617.2,B.1.617.2,Delta
503893,503893-AY.7,1000,928,1115,AY.7,AY.7,Delta
505570,505570-AY.13,1000,754,1311,AY.13,AY.13,Delta
506766,506766-AY.4,100,733,1330,AY.4,AY.4,Delta
506818,506818-AY.30,100,383,1849,AY.30,AY.30,Delta
510622,510622-AY.98,1000,220,2435,AY.98,AY.98,Delta
510703,510703-AY.119,1000,397,5839,AY.119,AY.119,Delta
510962,510962-AY.124,100,625,1478,AY.124,AY.124,Delta
510972,510972-AY.117,100,386,1846,AY.117,AY.117,Delta
511406,511406-B.1.617.2,100,616,2184,B.1.617.2,B.1.617.2,Delta
516970,516970-AY.27,100,419,1779,AY.27,AY.27,Delta
517220,517220-AY.103,1000,50,10635,AY.103,AY.103,Delta
517684,517684-AY.39.1,1000,795,2972,AY.39.1,AY.39.1,Delta
517875,517875-AY.25,1000,194,5593,AY.25,AY.25,Delta
517881,517881-AY.110,100,713,1360,AY.110,AY.110,Delta
519378,519378-B.1.617.2,1000,591,3408,B.1.617.2,B.1.617.2,Delta
519379,519379-AY.9,100,442,2770,AY.9,AY.9,Delta
520121,520121-AY.4,100,32,22761,AY.4,AY.4,Delta
520122,520122-AY.30,100,383,1849,AY.30,AY.30,Delta
520396,520396-AY.30,1000,834,1229,AY.30,AY.30,Delta
520397,520397-AY.117,100,386,1846,AY.117,AY.117,Delta
520401,520401-B.1.617.2,100,616,2184,B.1.617.2,B.1.617.2,Delta
521745,521745-B.1.617.2,100,303,9146,B.1.617.2,B.1.617.2,Delta
521801,521801-AY.26,1000,692,2800,AY.26,AY.26,Delta
521892,521892-AY.54,100,401,4337,AY.54,AY.54,Delta
523586,523586-B.1.617.2,100,667,1425,B.1.617.2,B.1.617.2,Delta
523773,523773-AY.4,1000,201,4060,AY.4,AY.4,Delta
525313,525313-B.1.617.2,1000,541,1584,B.1.617.2,B.1.617.2,Delta
525435,525435-AY.4,100,180,4464,AY.4,AY.4,Delta
525442,525442-AY.75,1000,208,2515,AY.75,AY.75,Delta
525642,525642-AY.45,1000,833,1230,AY.45,AY.45,Delta
525653,525653-AY.23,1000,855,1200,AY.23,AY.23,Delta
525925,525925-B.1.617.2,100,924,1119,B.1.617.2,B.1.617.2,Delta
525934,525934-AY.4,100,601,1505,AY.4,AY.4,Delta
526449,526449-AY.25,100,778,1284,AY.25,AY.25,Delta
527508,527508-AY.44,100,574,1533,AY.44,AY.44,Delta
528075,528075-AY.25,100,376,2917,AY.25,AY.25,Delta
530525,530525-AY.4,100,315,2026,AY.4,AY.4,Delta
530541,530541-AY.29,1000,72,11976,AY.29,AY.29,Delta
530542,530542-AY.44,100,595,1509,AY.44,AY.44,Delta
530575,530575-AY.2,100,548,1577,AY.2,AY.2,Delta
530863,530863-AY.25,100,932,1113,AY.25,AY.25,Delta
531202,531202-AY.4,1000,426,2294,AY.4,AY.4,Delta
533701,533701-AY.4,1000,379,1853,AY.4,AY.4,Delta
533716,533716-AY.111,100,66,11051,AY.111,AY.111,Delta
533997,533997-AY.3,1000,236,2885,AY.3,AY.3,Delta
534912,534912-AY.44,100,574,1533,AY.44,AY.44,Delta
535138,535138-AY.122,1000,483,3382,AY.122,AY.122,Delta
535884,535884-B.1.617.2,1000,234,2360,B.1.617.2,B.1.617.2,Delta
536002,536002-AY.45,1000,223,3578,AY.45,AY.45,Delta
536066,536066-AY.122,100,487,1671,AY.122,AY.122,Delta
536071,536071-AY.3,100,193,5806,AY.3,AY.3,Delta
536314,536314-AY.98,100,372,1870,AY.98,AY.98,Delta
536517,536517-AY.20,100,93,11109,AY.20,AY.20,Delta
536569,536569-AY.20,1000,484,1676,AY.20,AY.20,Delta
538313,538313-B.1.617.2,100,667,1425,B.1.617.2,B.1.617.2,Delta
538508,538508-AY.54,1000,362,2558,AY.54,AY.54,Delta
538660,538660-AY.103,100,826,1234,AY.103,AY.103,Delta
538853,538853-AY.20,100,93,11109,AY.20,AY.20,Delta
538856,538856-AY.3,1000,130,5192,AY.3,AY.3,Delta
540642,540642-AY.4,100,576,1531,AY.4,AY.4,Delta
540654,540654-AY.107,100,676,1419,AY.107,AY.107,Delta
541826,541826-B.1.617.2,100,435,2597,B.1.617.2,B.1.617.2,Delta
541896,541896-AY.4,100,606,1499,AY.4,AY.4,Delta
543199,543199-AY.9.2,1000,266,3304,AY.9.2,AY.9.2,Delta
543396,543396-AY.4,1000,292,3872,AY.4,AY.4,Delta
543398,543398-AY.4,1000,370,2617,AY.4,AY.4,Delta
543416,543416-AY.4,100,781,1283,AY.4,AY.4,Delta
543652,543652-AY.114,100,615,1489,AY.114,AY.114,Delta
543661,543661-AY.4,100,769,1299,AY.4,AY.4,Delta
543664,543664-AY.4,100,565,1547,AY.4,AY.4,Delta
543711,543711-AY.124,100,625,1478,AY.124,AY.124,Delta
544024,544024-B.1.1.7,100,736,1327,B.1.1.7,B.1.1.7,Alpha
544074,544074-AY.2,1000,548,1577,AY.2,AY.2,Delta
546364,546364-AY.26,1000,271,2172,AY.26,AY.26,Delta
546394,546394-AY.26,100,692,2800,AY.26,AY.26,Delta
546881,546881-B.1.617.2,100,160,8230,B.1.617.2,B.1.617.2,Delta
546886,546886-AY.75,1000,178,3604,AY.75,AY.75,Delta
547208,547208-AY.25,100,376,2917,AY.25,AY.25,Delta
547661,547661-AY.20,1000,632,1466,AY.20,AY.20,Delta
547940,547940-B.1.617.2,100,615,1489,B.1.617.2,B.1.617.2,Delta
549825,549825-AY.4,1000,509,2200,AY.4,AY.4,Delta
550125,550125-AY.107,1000,676,1419,AY.107,AY.107,Delta
552200,552200-AY.46,100,341,1942,AY.46,AY.46,Delta
552210,552210-AY.98,100,755,2291,AY.98,AY.98,Delta
552249,552249-B.1.617.2,100,646,1447,B.1.617.2,B.1.617.2,Delta
552393,552393-AY.23,1000,159,3288,AY.23,AY.23,Delta
552421,552421-AY.122,100,592,1511,AY.122,AY.122,Delta
552700,552700-AY.44,100,668,1425,AY.44,AY.44,Delta
552702,552702-AY.98,1000,755,2291,AY.98,AY.98,Delta
552728,552728-AY.44,1000,277,2159,AY.44,AY.44,Delta
552926,552926-AY.44,100,37,15248,AY.44,AY.44,Delta
554024,554024-AY.26,100,534,1597,AY.26,AY.26,Delta
554196,554196-AY.122,1000,487,1671,AY.122,AY.122,Delta
554466,554466-AY.4,100,565,1547,AY.4,AY.4,Delta
554720,554720-AY.100,1000,593,2092,AY.100,AY.100,Delta
554726,554726-AY.42,1000,682,2903,AY.42,AY.42,Delta
554951,554951-AY.3,1000,53,11518,AY.3,AY.3,Delta
555873,555873-AY.9,100,841,1221,AY.9,AY.9,Delta
555956,555956-B.1.617.2,100,303,9146,B.1.617.2,B.1.617.2,Delta
556029,556029-AY.4,1000,122,6038,AY.4,AY.4,Delta
556113,556113-AY.46.4,1000,403,1818,AY.46.4,AY.46.4,Delta
556239,556239-AY.114,100,615,1489,AY.114,AY.114,Delta
556251,556251-AY.4,100,662,1431,AY.4,AY.4,Delta
556560,556560-AY.3.1,100,717,1353,AY.3.1,AY.3.1,Delta
557234,557234-AY.46,1000,631,1469,AY.46,AY.46,Delta
557446,557446-AY.29,100,45,14312,AY.29,AY.29,Delta
557449,557449-AY.4,1000,710,2126,AY.4,AY.4,Delta
557458,557458-AY.4,100,237,4448,AY.4,AY.4,Delta
558182,558182-AY.9,1000,756,1311,AY.9,AY.9,Delta
558225,558225-B.1.617.2,100,667,1425,B.1.617.2,B.1.617.2,Delta
558392,558392-AY.122,1000,531,2598,AY.122,AY.122,Delta
558772,558772-AY.4,1000,729,1333,AY.4,AY.4,Delta
558960,558960-AY.20,1000,519,2197,AY.20,AY.20,Delta
559019,559019-AY.4,100,781,1283,AY.4,AY.4,Delta
559394,559394-B.1.617.2,100,319,2016,B.1.617.2,B.1.617.2,Delta
559396,559396-AY.121,100,93,11109,AY.121,AY.121,Delta
561091,561091-AY.26,100,671,1422,AY.26,AY.26,Delta
561285,561285-AY.103,1000,112,7094,AY.103,AY.103,Delta
561287,561287-AY.43,1000,127,5366,AY.43,AY.43,Delta
561580,561580-AY.4,1000,232,2365,AY.4,AY.4,Delta
561587,561587-AY.4,100,384,1848,AY.4,AY.4,Delta
561588,561588-AY.4,100,576,1531,AY.4,AY.4,Delta
561590,561590-AY.122,100,592,1511,AY.122,AY.122,Delta
562005,562005-AY.100,1000,219,5737,AY.100,AY.100,Delta
562336,562336-AY.25,1000,932,1113,AY.25,AY.25,Delta
562624,562624-AY.117,100,386,1846,AY.117,AY.117,Delta
562670,562670-AY.117,1000,465,1702,AY.117,AY.117,Delta
563105,563105-AY.44,100,574,1533,AY.44,AY.44,Delta
563399,563399-AY.34,100,635,3031,AY.34,AY.34,Delta
563811,563811-AY.47,1000,55,6587,AY.47,AY.47,Delta
563838,563838-AY.37,100,652,1440,AY.37,AY.37,Delta
563924,563924-B.1.617.2,100,489,1666,B.1.617.2,B.1.617.2,Delta
564087,564087-B.1.617.2,1000,489,1666,B.1.617.2,B.1.617.2,Delta
564357,564357-AY.4,100,549,3604,AY.4,AY.4,Delta
564384,564384-AY.4,100,606,1499,AY.4,AY.4,Delta
564484,564484-AY.25,100,750,1315,AY.25,AY.25,Delta
565010,565010-AY.3.1,100,717,1353,AY.3.1,AY.3.1,Delta
565011,565011-AY.4,1000,733,1330,AY.4,AY.4,Delta
565019,565019-AY.120.1,1000,498,1649,AY.120.1,AY.120.1,Delta
565076,565076-AY.3,100,876,1180,AY.3,AY.3,Delta
565458,565458-AY.3.1,1000,181,2721,AY.3.1,AY.3.1,Delta
566196,566196-AY.43,100,355,1915,AY.43,AY.43,Delta
566211,566211-AY.26,100,534,1597,AY.26,AY.26,Delta
566286,566286-AY.26,100,443,2644,AY.26,AY.26,Delta
566311,566311-AY.26,100,671,1422,AY.26,AY.26,Delta
566409,566409-AY.5,100,605,1500,AY.5,AY.5,Delta
566419,566419-AY.122,1000,299,3563,AY.122,AY.122,Delta
566549,566549-AY.4,100,699,1381,AY.4,AY.4,Delta
566786,566786-AY.4,100,565,1547,AY.4,AY.4,Delta
566787,566787-AY.4,1000,699,1381,AY.4,AY.4,Delta
566792,566792-AY.98,100,372,1870,AY.98,AY.98,Delta
566795,566795-AY.114,1000,615,1489,AY.114,AY.114,Delta
566804,566804-B.1.617.2,100,646,1447,B.1.617.2,B.1.617.2,Delta
566859,566859-AY.39,100,940,1102,AY.39,AY.39,Delta
567088,567088-AY.4,100,565,1547,AY.4,AY.4,Delta
567089,567089-AY.4,100,620,1482,AY.4,AY.4,Delta
567094,567094-AY.103,100,596,1509,AY.103,AY.103,Delta
567120,567120-AY.124,100,625,1478,AY.124,AY.124,Delta
567412,567412-AY.4,1000,628,1473,AY.4,AY.4,Delta
568549,568549-AY.26,100,602,2148,AY.26,AY.26,Delta
568556,568556-AY.59,1000,667,1425,AY.59,AY.59,Delta
568682,568682-AY.110,100,713,1360,AY.110,AY.110,Delta
568808,568808-AY.122,100,566,1547,AY.122,AY.122,Delta
568822,568822-AY.98,100,372,1870,AY.98,AY.98,Delta
569286,569286-AY.29,1000,45,14312,AY.29,AY.29,Delta
569774,569774-AY.3.1,1000,717,1353,AY.3.1,AY.3.1,Delta
569826,569826-AY.36,100,688,1392,AY.36,AY.36,Delta
570577,570577-AY.103,1000,161,5330,AY.103,AY.103,Delta
570835,570835-AY.4,100,513,2642,AY.4,AY.4,Delta
570840,570840-AY.4,100,683,1400,AY.4,AY.4,Delta
570858,570858-AY.5,100,605,1500,AY.5,AY.5,Delta
570999,570999-B.1.617.2,100,646,1447,B.1.617.2,B.1.617.2,Delta
572026,572026-AY.3,100,617,2769,AY.3,AY.3,Delta
572310,572310-AY.3,100,681,1401,AY.3,AY.3,Delta
572330,572330-AY.4,1000,769,1299,AY.4,AY.4,Delta
572729,572729-AY.85,100,319,2016,AY.85,AY.85,Delta
573247,573247-AY.43,1000,85,6563,AY.43,AY.43,Delta
573628,573628-AY.4,1000,82,5429,AY.4,AY.4,Delta
573736,573736-AY.37,100,652,1440,AY.37,AY.37,Delta
573987,573987-AY.4,1000,213,3376,AY.4,AY.4,Delta
573993,573993-AY.3,1000,366,2799,AY.3,AY.3,Delta
574032,574032-AY.111,100,66,11051,AY.111,AY.111,Delta
574113,574113-AY.116.1,100,908,1137,AY.116.1,AY.116.1,Delta
574479,574479-AY.4,1000,382,3259,AY.4,AY.4,Delta
574484,574484-AY.99.2,1000,145,4589,AY.99.2,AY.99.2,Delta
574495,574495-AY.124,1000,588,1517,AY.124,AY.124,Delta
574496,574496-AY.20,1000,743,1324,AY.20,AY.20,Delta
574976,574976-AY.124,100,625,1478,AY.124,AY.124,Delta
575399,575399-AY.44,100,574,1533,AY.44,AY.44,Delta
575743,575743-AY.101,100,473,1691,AY.101,AY.101,Delta
576681,576681-AY.47,1000,106,3665,AY.47,AY.47,Delta
576932,576932-AY.46.5,100,341,1942,AY.46.5,AY.46.5,Delta
576942,576942-AY.27,100,419,1779,AY.27,AY.27,Delta
577102,577102-AY.4,1000,503,3254,AY.4,AY.4,Delta
577106,577106-AY.103,100,722,1342,AY.103,AY.103,Delta
577108,577108-AY.118,100,658,1434,AY.118,AY.118,Delta
577144,577144-AY.4,100,523,1615,AY.4,AY.4,Delta
577411,577411-AY.25.1,1000,41,14748,AY.25.1,AY.25.1,Delta
577414,577414-AY.4.5,1000,342,1940,AY.4.5,AY.4.5,Delta
577781,577781-AY.4,100,549,3604,AY.4,AY.4,Delta
577786,577786-AY.118,1000,463,2664,AY.118,AY.118,Delta
578145,578145-AY.4.2,1000,97,10048,AY.4.2,AY.4.2,Delta
578400,578400-AY.39,100,675,1420,AY.39,AY.39,Delta
579083,579083-AY.122,100,293,2578,AY.122,AY.122,Delta
579607,579607-AY.14,100,765,1302,AY.14,AY.14,Delta
579630,579630-AY.69,100,303,9146,AY.69,AY.69,Delta
579729,579729-AY.44,100,61,8723,AY.44,AY.44,Delta
579751,579751-AY.110,1000,713,1360,AY.110,AY.110,Delta
579752,579752-AY.4,100,421,1769,AY.4,AY.4,Delta
579982,579982-AY.4,100,368,1879,AY.4,AY.4,Delta
579985,579985-AY.4,100,415,1789,AY.4,AY.4,Delta
579995,579995-AY.69,100,303,9146,AY.69,AY.69,Delta
580277,580277-AY.98,1000,372,1870,AY.98,AY.98,Delta
580579,580579-AY.101,100,473,1691,AY.101,AY.101,Delta
581749,581749-AY.26,100,602,2148,AY.26,AY.26,Delta
581772,581772-AY.27,100,419,1779,AY.27,AY.27,Delta
581857,581857-AY.26,1000,602,2148,AY.26,AY.26,Delta
581990,581990-AY.25.1,1000,146,3942,AY.25.1,AY.25.1,Delta
582428,582428-AY.42,100,682,2903,AY.42,AY.42,Delta
582438,582438-AY.103,100,826,1234,AY.103,AY.103,Delta
582654,582654-AY.103,1000,859,1197,AY.103,AY.103,Delta
582668,582668-AY.121,100,93,11109,AY.121,AY.121,Delta
582701,582701-AY.44,100,37,15248,AY.44,AY.44,Delta
582846,582846-AY.121,100,93,11109,AY.121,AY.121,Delta
583057,583057-AY.101,100,473,1691,AY.101,AY.101,Delta
583524,583524-B.1.160,100,514,1631,B.1.160,B.1.160,B.1.1
583885,583885-AY.119,1000,740,1325,AY.119,AY.119,Delta
584217,584217-AY.33,100,939,1109,AY.33,AY.33,Delta
584419,584419-AY.126,1000,435,2597,AY.126,AY.126,Delta
584452,584452-AY.25,100,932,1113,AY.25,AY.25,Delta
584668,584668-AY.99.2,1000,423,3709,AY.99.2,AY.99.2,Delta
585168,585168-AY.3,100,876,1180,AY.3,AY.3,Delta
585461,585461-AY.43,1000,643,2113,AY.43,AY.43,Delta
585582,585582-AY.26,1000,443,2644,AY.26,AY.26,Delta
585783,585783-AY.44,1000,595,1509,AY.44,AY.44,Delta
585896,585896-AY.3,1000,617,2769,AY.3,AY.3,Delta
586147,586147-AY.44,1000,18,17141,AY.44,AY.44,Delta
586624,586624-AY.47,100,582,1529,AY.47,AY.47,Delta
587169,587169-AY.3,1000,336,3478,AY.3,AY.3,Delta
587181,587181-AY.101,100,473,1691,AY.101,AY.101,Delta
587793,587793-AY.43,1000,52,9946,AY.43,AY.43,Delta
587838,587838-B.1.617.2,100,916,1128,B.1.617.2,B.1.617.2,Delta
588248,588248-AY.118,1000,451,1721,AY.118,AY.118,Delta
588492,588492-AY.2,100,548,1577,AY.2,AY.2,Delta
588561,588561-AY.20,1000,705,1370,AY.20,AY.20,Delta
588566,588566-AY.103,1000,69,6219,AY.103,AY.103,Delta
588624,588624-AY.25,100,750,1315,AY.25,AY.25,Delta
588795,588795-AY.25,100,778,1284,AY.25,AY.25,Delta
589164,589164-AY.7.1,100,928,1115,AY.7.1,AY.7.1,Delta
590008,590008-AY.9,100,841,1221,AY.9,AY.9,Delta
590268,590268-AY.4,1000,797,1266,AY.4,AY.4,Delta
590422,590422-AY.46.5,1000,341,1942,AY.46.5,AY.46.5,Delta
590582,590582-AY.4,1000,601,1505,AY.4,AY.4,Delta
590638,590638-AY.4,100,421,1769,AY.4,AY.4,Delta
590846,590846-AY.4,1000,500,4066,AY.4,AY.4,Delta
590868,590868-AY.98,100,372,1870,AY.98,AY.98,Delta
590907,590907-AY.3,100,617,2769,AY.3,AY.3,Delta
591102,591102-AY.3,1000,422,1769,AY.3,AY.3,Delta
591105,591105-AY.4,100,237,4448,AY.4,AY.4,Delta
591110,591110-AY.98,1000,288,3126,AY.98,AY.98,Delta
591130,591130-AY.4.7,1000,565,1547,AY.4.7,AY.4.7,Delta
591159,591159-AY.25,100,750,1315,AY.25,AY.25,Delta
591338,591338-AY.3,1000,446,2561,AY.3,AY.3,Delta
592161,592161-B.1.617.2,100,838,3813,B.1.617.2,B.1.617.2,Delta
592584,592584-AY.69,100,303,9146,AY.69,AY.69,Delta
592774,592774-AY.4,1000,393,1828,AY.4,AY.4,Delta
592791,592791-AY.122,100,566,1547,AY.122,AY.122,Delta
593334,593334-AY.44,1000,56,10080,AY.44,AY.44,Delta
593335,593335-AY.42,100,407,3230,AY.42,AY.42,Delta
593347,593347-AY.3,1000,681,1401,AY.3,AY.3,Delta
593394,593394-AY.100,100,219,5737,AY.100,AY.100,Delta
594722,594722-AY.14,100,517,2251,AY.14,AY.14,Delta
594797,594797-AY.4,100,523,1615,AY.4,AY.4,Delta
594999,594999-AY.121,100,93,11109,AY.121,AY.121,Delta
595004,595004-AY.39,100,448,1725,AY.39,AY.39,Delta
595045,595045-AY.4,100,737,2301,AY.4,AY.4,Delta
595083,595083-AY.4,1000,415,1789,AY.4,AY.4,Delta
595320,595320-AY.29,100,823,1235,AY.29,AY.29,Delta
595321,595321-AY.4,100,576,1531,AY.4,AY.4,Delta
595504,595504-AY.4,100,549,3604,AY.4,AY.4,Delta
595738,595738-AY.44,1000,574,1533,AY.44,AY.44,Delta
595939,595939-AY.3,1000,876,1180,AY.3,AY.3,Delta
596632,596632-AY.43,1000,28,14276,AY.43,AY.43,Delta
596635,596635-AY.103,100,161,5330,AY.103,AY.103,Delta
596639,596639-AY.4,100,315,2026,AY.4,AY.4,Delta
596850,596850-AY.25,1000,215,2934,AY.25,AY.25,Delta
596866,596866-AY.69,100,303,9146,AY.69,AY.69,Delta
597084,597084-AY.25.1,1000,58,6571,AY.25.1,AY.25.1,Delta
597085,597085-AY.39.1,100,795,2972,AY.39.1,AY.39.1,Delta
597088,597088-AY.4,1000,384,1848,AY.4,AY.4,Delta
598481,598481-AY.4,1000,507,1641,AY.4,AY.4,Delta
598564,598564-B.1.617.2,100,383,1849,B.1.617.2,B.1.617.2,Delta
598611,598611-AY.103,100,854,1201,AY.103,AY.103,Delta
598794,598794-AY.121,1000,408,1811,AY.121,AY.121,Delta
599448,599448-AY.9.2,1000,285,2864,AY.9.2,AY.9.2,Delta
599614,599614-AY.4,100,783,1282,AY.4,AY.4,Delta
599639,599639-AY.121,100,93,11109,AY.121,AY.121,Delta
