Id,Label,Node_value,Node_cluster,Node_cluster_len,Node_lineage,Node_lineage_raw,Node_lineage2
2244490,2244490-BA.2.18,1000,760,1309,BA.2.18,BA.2.18,BA.2
2245141,2245141-BA.2.12.1,1000,881,1171,BA.2.12.1,BA.2.12.1,BA.2.12
2245829,2245829-BA.2.12.1,1000,427,1762,BA.2.12.1,BA.2.12.1,BA.2.12
2247183,2247183-BA.5.3.1,100,590,1515,BA.5.3.1,BA.5.3.1,BA.5
2260182,2260182-BA.2,100,785,1279,BA.2,BA.2,BA.2
2265478,2265478-BA.5,100,470,1695,BA.5,BA.5,BA.5
2271548,2271548-BA.2.12.1,1000,846,1209,BA.2.12.1,BA.2.12.1,BA.2.12
2271558,2271558-BA.2,100,785,1279,BA.2,BA.2,BA.2
2275809,2275809-BA.5.2.1,1000,38,16191,BA.5.2.1,BA.5.2.1,BA.5
2278796,2278796-BA.5.2,100,343,4171,BA.5.2,BA.5.2,BA.5
2280672,2280672-BA.4.1,1000,29,12450,BA.4.1,BA.4.1,BA.4
2282792,2282792-BA.2,100,848,1207,BA.2,BA.2,BA.2
2283536,2283536-BA.5.1,1000,283,2133,BA.5.1,BA.5.1,BA.5
2284041,2284041-BA.5.2.1,1000,91,9031,BA.5.2.1,BA.5.2.1,BA.5
2285521,2285521-BE.3,1000,210,2493,BE.3,BE.3,BA.5
2288247,2288247-BA.4.1,100,734,1330,BA.4.1,BA.4.1,BA.4
2288405,2288405-BA.2,100,785,1279,BA.2,BA.2,BA.2
2292816,2292816-BA.5,100,470,1695,BA.5,BA.5,BA.5
2293233,2293233-BA.5.2.1,1000,347,4037,BA.5.2.1,BA.5.2.1,BA.5
2296063,2296063-BA.5.2,100,817,1248,BA.5.2,BA.5.2,BA.5
2297749,2297749-BF.1,100,137,11772,BF.1,BF.1,BA.5
2298423,2298423-BA.5.5,1000,165,4310,BA.5.5,BA.5.5,BA.5
2300317,2300317-BF.1,1000,726,1337,BF.1,BF.1,BA.5
2303571,2303571-BA.5.1.23,100,9,37614,BA.5.1.23,BA.5.1.23,BA.5
2303578,2303578-BE.1,1000,191,5697,BE.1,BE.1,BA.5
2303930,2303930-BA.5.1.10,1000,364,3183,BA.5.1.10,BA.5.1.10,BA.5
2305583,2305583-BA.5.1.22,1000,247,2795,BA.5.1.22,BA.5.1.22,BA.5
2308665,2308665-BA.2,100,848,1207,BA.2,BA.2,BA.2
2309824,2309824-BA.5.1,100,9,37614,BA.5.1,BA.5.1,BA.5
2311971,2311971-BA.2.37,100,829,1232,BA.2.37,BA.2.37,BA.2
2313729,2313729-BA.5.1,1000,527,1610,BA.5.1,BA.5.1,BA.5
2316854,2316854-BA.5,100,343,4171,BA.5,BA.5,BA.5
2316916,2316916-BA.5.5,1000,89,4653,BA.5.5,BA.5.5,BA.5
2317406,2317406-BA.2.3,100,456,2585,BA.2.3,BA.2.3,BA.2
2320351,2320351-BA.5.8,1000,470,1695,BA.5.8,BA.5.8,BA.5
2320554,2320554-BA.4.8,100,318,2562,BA.4.8,BA.4.8,BA.4
2321473,2321473-BF.5,100,137,11772,BF.5,BF.5,BA.5
2324586,2324586-BA.5.5,1000,248,2292,BA.5.5,BA.5.5,BA.5
2324940,2324940-BA.5.2,100,218,6425,BA.5.2,BA.5.2,BA.5
2326909,2326909-BA.5.1,1000,488,1671,BA.5.1,BA.5.1,BA.5
2327350,2327350-BA.5.1,100,478,1683,BA.5.1,BA.5.1,BA.5
2327541,2327541-BA.5.3.1,100,590,1515,BA.5.3.1,BA.5.3.1,BA.5
2327676,2327676-BA.5.2.1,100,218,6425,BA.5.2.1,BA.5.2.1,BA.5
2328052,2328052-BA.5.2.1,1000,47,10600,BA.5.2.1,BA.5.2.1,BA.5
2331313,2331313-BA.5.1,100,761,1309,BA.5.1,BA.5.1,BA.5
2331729,2331729-BA.5.1,100,9,37614,BA.5.1,BA.5.1,BA.5
2331732,2331732-BA.5.2.1,100,218,6425,BA.5.2.1,BA.5.2.1,BA.5
2333901,2333901-BA.4.6,100,226,6048,BA.4.6,BA.4.6,BA.4
2334734,2334734-BA.5.2.1,1000,716,1358,BA.5.2.1,BA.5.2.1,BA.5
2335015,2335015-BF.8,1000,772,1295,BF.8,BF.8,BA.5
2335372,2335372-BA.5.2.1,1000,62,11134,BA.5.2.1,BA.5.2.1,BA.5
2337711,2337711-BA.5.9,100,343,4171,BA.5.9,BA.5.9,BA.5
2339676,2339676-BF.5,100,137,11772,BF.5,BF.5,BA.5
2342729,2342729-BA.5.1.3,1000,697,1383,BA.5.1.3,BA.5.1.3,BA.5
2345818,2345818-BA.5.2.1,1000,137,11772,BA.5.2.1,BA.5.2.1,BA.5
2346327,2346327-BF.28,1000,353,1916,BF.28,BF.28,BA.5
2351035,2351035-BA.5.1,1000,111,3940,BA.5.1,BA.5.1,BA.5
2358731,2358731-XE,100,719,1350,XE,XE,XE
2359517,2359517-BA.5.2.1,100,471,1695,BA.5.2.1,BA.5.2.1,BA.5
2362516,2362516-BA.4,100,515,1631,BA.4,BA.4,BA.4
2362936,2362936-BA.2.12.1,1000,842,1218,BA.2.12.1,BA.2.12.1,BA.2.12
2363811,2363811-BA.5.3.1,100,590,1515,BA.5.3.1,BA.5.3.1,BA.5
2365620,2365620-BA.4,1000,742,1325,BA.4,BA.4,BA.4
2368599,2368599-BA.5.2.1,100,490,1664,BA.5.2.1,BA.5.2.1,BA.5
2370555,2370555-BA.5,100,470,1695,BA.5,BA.5,BA.5
2371485,2371485-BA.5.2.1,1000,4,45995,BA.5.2.1,BA.5.2.1,BA.5
2372693,2372693-BA.2.12.1,100,848,1207,BA.2.12.1,BA.2.12.1,BA.2.12
2375380,2375380-BA.2.12.1,100,848,1207,BA.2.12.1,BA.2.12.1,BA.2.12
2376359,2376359-BA.5.1,1000,929,1115,BA.5.1,BA.5.1,BA.5
2376517,2376517-BA.5.6,1000,70,6390,BA.5.6,BA.5.6,BA.5
2376518,2376518-BA.5.1,1000,598,1509,BA.5.1,BA.5.1,BA.5
2376746,2376746-BE.2,100,590,1515,BE.2,BE.2,BA.5
2376988,2376988-BA.5.5,1000,793,2174,BA.5.5,BA.5.5,BA.5
2377256,2377256-BA.5.2.1,100,827,1233,BA.5.2.1,BA.5.2.1,BA.5
2378621,2378621-BA.5.1,1000,538,1591,BA.5.1,BA.5.1,BA.5
2378651,2378651-BA.5.1,1000,526,1614,BA.5.1,BA.5.1,BA.5
2379541,2379541-BA.5.2,1000,619,3175,BA.5.2,BA.5.2,BA.5
2381231,2381231-BA.4.2,1000,890,1156,BA.4.2,BA.4.2,BA.4
2382080,2382080-BA.4,100,515,1631,BA.4,BA.4,BA.4
2382598,2382598-BA.5,100,485,1673,BA.5,BA.5,BA.5
2382847,2382847-BA.5,100,343,4171,BA.5,BA.5,BA.5
2386043,2386043-BA.2,1000,848,1207,BA.2,BA.2,BA.2
2386403,2386403-BA.5.5,1000,693,2162,BA.5.5,BA.5.5,BA.5
2386404,2386404-BA.5.1,1000,553,1571,BA.5.1,BA.5.1,BA.5
2386406,2386406-BA.5.1,100,830,1232,BA.5.1,BA.5.1,BA.5
2391606,2391606-BA.2,100,143,4783,BA.2,BA.2,BA.2
2392111,2392111-BA.5.1.1,1000,170,2835,BA.5.1.1,BA.5.1.1,BA.5
2394805,2394805-BA.2,100,143,4783,BA.2,BA.2,BA.2
2395260,2395260-BA.5.2.1,1000,267,3265,BA.5.2.1,BA.5.2.1,BA.5
2395270,2395270-BA.5.2,1000,392,1831,BA.5.2,BA.5.2,BA.5
2398552,2398552-BA.2.75.6,100,143,4783,BA.2.75.6,BA.2.75.6,BA.2.75
2398589,2398589-BA.5.5,100,785,1279,BA.5.5,BA.5.5,BA.5
2398692,2398692-BA.5,1000,485,1673,BA.5,BA.5,BA.5
2398943,2398943-BA.5.2.1,100,716,1358,BA.5.2.1,BA.5.2.1,BA.5
2399032,2399032-BA.5.1,100,775,1290,BA.5.1,BA.5.1,BA.5
2399504,2399504-BA.5.1,100,759,1310,BA.5.1,BA.5.1,BA.5
2400061,2400061-BA.5.6,1000,511,1636,BA.5.6,BA.5.6,BA.5
2401574,2401574-BF.5,100,137,11772,BF.5,BF.5,BA.5
2402718,2402718-BA.4.1,100,734,1330,BA.4.1,BA.4.1,BA.4
2403633,2403633-BA.4,1000,515,1631,BA.4,BA.4,BA.4
2404591,2404591-BA.5.1.23,1000,214,2471,BA.5.1.23,BA.5.1.23,BA.5
2404906,2404906-BA.5.6,1000,142,4036,BA.5.6,BA.5.6,BA.5
2405740,2405740-BF.1,100,137,11772,BF.1,BF.1,BA.5
2406162,2406162-BF.5,100,137,11772,BF.5,BF.5,BA.5
2406554,2406554-BF.5,1000,78,5540,BF.5,BF.5,BA.5
2407770,2407770-BA.5.1,100,775,1290,BA.5.1,BA.5.1,BA.5
2407840,2407840-BA.5.1,100,761,1309,BA.5.1,BA.5.1,BA.5
2409176,2409176-BA.5.2.20,1000,132,4977,BA.5.2.20,BA.5.2.20,BA.5
2409510,2409510-BA.5.2.3,1000,521,1619,BA.5.2.3,BA.5.2.3,BA.5
2411046,2411046-BA.5.2.1,100,716,1358,BA.5.2.1,BA.5.2.1,BA.5
2411238,2411238-BA.5.2,1000,466,1701,BA.5.2,BA.5.2,BA.5
2411481,2411481-BA.5.1,1000,843,1934,BA.5.1,BA.5.1,BA.5
2412487,2412487-BF.21,100,137,11772,BF.21,BF.21,BA.5
2413088,2413088-BA.4.6,1000,36,12814,BA.4.6,BA.4.6,BA.4
2415456,2415456-BF.7,100,39,12438,BF.7,BF.7,BA.5
2418725,2418725-BA.5.1,100,775,1290,BA.5.1,BA.5.1,BA.5
2418872,2418872-BA.5.1.2,1000,864,1192,BA.5.1.2,BA.5.1.2,BA.5
2419773,2419773-BE.1,100,191,5697,BE.1,BE.1,BA.5
2419775,2419775-BF.5,100,137,11772,BF.5,BF.5,BA.5
2420261,2420261-BA.4.1,100,734,1330,BA.4.1,BA.4.1,BA.4
2420749,2420749-BA.2.12.1,100,848,1207,BA.2.12.1,BA.2.12.1,BA.2.12
2420845,2420845-BA.5.1,100,775,1290,BA.5.1,BA.5.1,BA.5
2421236,2421236-BA.5.1,100,812,2022,BA.5.1,BA.5.1,BA.5
2421487,2421487-BA.5.2.1,1000,388,1834,BA.5.2.1,BA.5.2.1,BA.5
2421488,2421488-BA.5.1.30,1000,115,3534,BA.5.1.30,BA.5.1.30,BA.5
2421489,2421489-BA.5.1.25,1000,812,2022,BA.5.1.25,BA.5.1.25,BA.5
2421628,2421628-BE.1,100,774,1292,BE.1,BE.1,BA.5
2421890,2421890-BA.5.2.9,1000,98,4327,BA.5.2.9,BA.5.2.9,BA.5
2423936,2423936-BF.21,1000,195,2609,BF.21,BF.21,BA.5
2425448,2425448-BA.5.1,1000,761,1309,BA.5.1,BA.5.1,BA.5
2425667,2425667-BA.4,100,318,2562,BA.4,BA.4,BA.4
2426149,2426149-BA.5.9,100,343,4171,BA.5.9,BA.5.9,BA.5
2426181,2426181-BE.1.1,1000,57,10935,BE.1.1,BE.1.1,BA.5
2426182,2426182-BE.1.4,1000,900,1148,BE.1.4,BE.1.4,BA.5
2426224,2426224-BA.5.1,1000,759,1310,BA.5.1,BA.5.1,BA.5
2426524,2426524-BA.5.2.1,1000,345,1931,BA.5.2.1,BA.5.2.1,BA.5
2426855,2426855-BF.27,1000,499,1649,BF.27,BF.27,BA.5
2428810,2428810-BA.5.5,100,785,1279,BA.5.5,BA.5.5,BA.5
2428857,2428857-BA.5.1,100,775,1290,BA.5.1,BA.5.1,BA.5
2428979,2428979-BA.5.1,1000,265,2671,BA.5.1,BA.5.1,BA.5
2429997,2429997-BA.5.9,100,343,4171,BA.5.9,BA.5.9,BA.5
2430651,2430651-BE.1,1000,747,1320,BE.1,BE.1,BA.5
2434275,2434275-BA.5.1,1000,554,1570,BA.5.1,BA.5.1,BA.5
2434834,2434834-BF.10,1000,73,5901,BF.10,BF.10,BA.5
2435689,2435689-BF.5,100,137,11772,BF.5,BF.5,BA.5
2437534,2437534-BA.5.2.21,1000,281,2139,BA.5.2.21,BA.5.2.21,BA.5
2439047,2439047-BA.5,100,343,4171,BA.5,BA.5,BA.5
2439131,2439131-BA.5.2.1,1000,817,1248,BA.5.2.1,BA.5.2.1,BA.5
2439261,2439261-BA.5.2.1,1000,23,13210,BA.5.2.1,BA.5.2.1,BA.5
2439467,2439467-BA.5.2,1000,886,1939,BA.5.2,BA.5.2,BA.5
2440903,2440903-BA.5.1,1000,775,1290,BA.5.1,BA.5.1,BA.5
2441477,2441477-BE.1.1,100,280,2142,BE.1.1,BE.1.1,BA.5
2441502,2441502-BA.5.2,1000,868,1190,BA.5.2,BA.5.2,BA.5
2441876,2441876-BE.1,1000,774,1292,BE.1,BE.1,BA.5
2441906,2441906-BA.5.2,1000,608,1495,BA.5.2,BA.5.2,BA.5
2442332,2442332-BA.5.2.1,1000,872,1187,BA.5.2.1,BA.5.2.1,BA.5
2442800,2442800-BA.5.2.1,1000,262,2700,BA.5.2.1,BA.5.2.1,BA.5
2444727,2444727-BA.4.6,1000,410,1802,BA.4.6,BA.4.6,BA.4
2445509,2445509-BA.5.2.1,100,270,2762,BA.5.2.1,BA.5.2.1,BA.5
2445757,2445757-BA.5.2.1,1000,264,2204,BA.5.2.1,BA.5.2.1,BA.5
2445768,2445768-BA.5.1.6,1000,830,1232,BA.5.1.6,BA.5.1.6,BA.5
2445777,2445777-BA.5.2.1,1000,164,2881,BA.5.2.1,BA.5.2.1,BA.5
2446285,2446285-BA.5.2.1,1000,490,1664,BA.5.2.1,BA.5.2.1,BA.5
2448162,2448162-BA.4.1.1,1000,734,1330,BA.4.1.1,BA.4.1.1,BA.4
2449250,2449250-BA.5.2.1,1000,430,1756,BA.5.2.1,BA.5.2.1,BA.5
2449302,2449302-BA.5.2,1000,782,1283,BA.5.2,BA.5.2,BA.5
2451984,2451984-BA.5,100,9,37614,BA.5,BA.5,BA.5
2452401,2452401-BA.5,1000,343,4171,BA.5,BA.5,BA.5
2455565,2455565-BA.5.2.1,1000,827,1233,BA.5.2.1,BA.5.2.1,BA.5
2457183,2457183-BA.5.2.1,100,471,1695,BA.5.2.1,BA.5.2.1,BA.5
2457506,2457506-BA.5.2.1,1000,546,1580,BA.5.2.1,BA.5.2.1,BA.5
2459296,2459296-BA.5.2,1000,133,3311,BA.5.2,BA.5.2,BA.5
2460310,2460310-BF.5,1000,252,2269,BF.5,BF.5,BA.5
2461765,2461765-BA.5.1.5,1000,478,1683,BA.5.1.5,BA.5.1.5,BA.5
2462109,2462109-BA.5.2.1,1000,684,1397,BA.5.2.1,BA.5.2.1,BA.5
2464713,2464713-XAS,1000,318,2562,XAS,XAS,XAS
2465551,2465551-BA.5.2.12,1000,338,1955,BA.5.2.12,BA.5.2.12,BA.5
2469525,2469525-BA.5.2,1000,611,1493,BA.5.2,BA.5.2,BA.5
2473057,2473057-BA.5.9,100,343,4171,BA.5.9,BA.5.9,BA.5
2473432,2473432-BF.7,100,39,12438,BF.7,BF.7,BA.5
2474645,2474645-BA.2.75,100,143,4783,BA.2.75,BA.2.75,BA.2.75
2474793,2474793-BA.5.1,100,218,6425,BA.5.1,BA.5.1,BA.5
2475772,2475772-BA.4,100,318,2562,BA.4,BA.4,BA.4
2476284,2476284-BA.5.9,100,343,4171,BA.5.9,BA.5.9,BA.5
2479883,2479883-BA.5.2.1,100,270,2762,BA.5.2.1,BA.5.2.1,BA.5
2482894,2482894-BF.26,1000,492,1662,BF.26,BF.26,BA.5
2482895,2482895-BF.7.19,1000,39,12438,BF.7.19,BF.7.19,BA.5
2483257,2483257-BA.5.2,1000,809,1255,BA.5.2,BA.5.2,BA.5
2485501,2485501-BA.5.1.1,100,785,1279,BA.5.1.1,BA.5.1.1,BA.5
2487363,2487363-BA.5.2,100,837,1226,BA.5.2,BA.5.2,BA.5
2490053,2490053-BE.1,100,785,1279,BE.1,BE.1,BA.5
2490067,2490067-BE.1,100,785,1279,BE.1,BE.1,BA.5
2492971,2492971-BE.2,100,590,1515,BE.2,BE.2,BA.5
2494759,2494759-BA.5.9,100,798,1266,BA.5.9,BA.5.9,BA.5
2496212,2496212-BA.2.75,1000,453,1719,BA.2.75,BA.2.75,BA.2.75
2497471,2497471-BA.5.6.2,100,887,1161,BA.5.6.2,BA.5.6.2,BA.5
2498085,2498085-BA.5.9,100,798,1266,BA.5.9,BA.5.9,BA.5
2499731,2499731-BA.5.2.1,100,270,2762,BA.5.2.1,BA.5.2.1,BA.5
2500513,2500513-BE.2,100,590,1515,BE.2,BE.2,BA.5
2502230,2502230-BA.5.6.2,1000,887,1161,BA.5.6.2,BA.5.6.2,BA.5
2502852,2502852-BE.2,1000,590,1515,BE.2,BE.2,BA.5
2503035,2503035-BF.5,1000,35,12910,BF.5,BF.5,BA.5
2508575,2508575-BE.4,1000,706,1370,BE.4,BE.4,BA.5
2509494,2509494-BF.7,100,762,1980,BF.7,BF.7,BA.5
2515017,2515017-BE.1.1,100,57,10935,BE.1.1,BE.1.1,BA.5
2516693,2516693-BA.2.75,100,143,4783,BA.2.75,BA.2.75,BA.2.75
2523407,2523407-BA.2.75.3,100,832,1944,BA.2.75.3,BA.2.75.3,BA.2.75
2525302,2525302-BA.5.2,1000,200,3081,BA.5.2,BA.5.2,BA.5
2528604,2528604-BF.11,1000,270,2762,BF.11,BF.11,BA.5
2530217,2530217-BQ.1.1,100,280,2142,BQ.1.1,BQ.1.1,BA.5
2533948,2533948-BF.5,1000,354,1916,BF.5,BF.5,BA.5
2535630,2535630-BF.7,100,762,1980,BF.7,BF.7,BA.5
2537643,2537643-BE.1,100,785,1279,BE.1,BE.1,BA.5
2539694,2539694-BF.7,100,762,1980,BF.7,BF.7,BA.5
2540710,2540710-BE.1.1,100,785,1279,BE.1.1,BE.1.1,BA.5
2542402,2542402-BF.7,100,762,1980,BF.7,BF.7,BA.5
2546042,2546042-BF.14,100,471,1695,BF.14,BF.14,BA.5
2548030,2548030-BA.5.2,1000,167,2857,BA.5.2,BA.5.2,BA.5
2548758,2548758-BA.5.2.20,100,911,1136,BA.5.2.20,BA.5.2.20,BA.5
2553624,2553624-BA.5.2,100,438,2673,BA.5.2,BA.5.2,BA.5
2554578,2554578-BA.5.9,1000,798,1266,BA.5.9,BA.5.9,BA.5
2561518,2561518-BA.5.2.34,100,837,1226,BA.5.2.34,BA.5.2.34,BA.5
2570655,2570655-BA.2.75.4,100,839,1225,BA.2.75.4,BA.2.75.4,BA.2.75
2580072,2580072-BA.2.75.6,100,930,1114,BA.2.75.6,BA.2.75.6,BA.2.75
2583763,2583763-BA.2.75.4,100,839,1225,BA.2.75.4,BA.2.75.4,BA.2.75
2587237,2587237-BA.5.2,100,911,1136,BA.5.2,BA.5.2,BA.5
2589212,2589212-BF.7.15,100,387,1835,BF.7.15,BF.7.15,BA.5
2594986,2594986-BA.5.2.6,1000,457,1714,BA.5.2.6,BA.5.2.6,BA.5
2598284,2598284-BA.2.75.4,100,839,1225,BA.2.75.4,BA.2.75.4,BA.2.75
2609277,2609277-BN.1,1000,273,3866,BN.1,BN.1,BN.1
2612647,2612647-BA.2.75.2,100,930,1114,BA.2.75.2,BA.2.75.2,BA.2.75
2615196,2615196-BM.1.1.1,100,832,1944,BM.1.1.1,BM.1.1.1,BM.1.1.1
2616554,2616554-BE.1.1.1,100,57,10935,BE.1.1.1,BE.1.1.1,BA.5
2617760,2617760-BA.2.75.2,1000,540,1587,BA.2.75.2,BA.2.75.2,BA.2.75
2622474,2622474-BE.1,100,191,5697,BE.1,BE.1,BA.5
2623053,2623053-BF.27,100,499,1649,BF.27,BF.27,BA.5
2623936,2623936-BA.5.2,100,911,1136,BA.5.2,BA.5.2,BA.5
2628349,2628349-BF.14,100,471,1695,BF.14,BF.14,BA.5
2628365,2628365-BF.7,1000,762,1980,BF.7,BF.7,BA.5
2630233,2630233-BF.7,100,387,1835,BF.7,BF.7,BA.5
2642248,2642248-BF.7.4,100,762,1980,BF.7.4,BF.7.4,BA.5
2648194,2648194-BF.14,1000,471,1695,BF.14,BF.14,BA.5
2649352,2649352-BE.1.1.1,100,57,10935,BE.1.1.1,BE.1.1.1,BA.5
2651704,2651704-BA.5,100,188,3461,BA.5,BA.5,BA.5
2651881,2651881-BA.5.2.9,100,91,9031,BA.5.2.9,BA.5.2.9,BA.5
2652020,2652020-BA.5.2.1,100,137,11772,BA.5.2.1,BA.5.2.1,BA.5
2659165,2659165-BA.5.2.6,100,779,1284,BA.5.2.6,BA.5.2.6,BA.5
2663097,2663097-BF.7.4,100,762,1980,BF.7.4,BF.7.4,BA.5
2663891,2663891-BA.5.2.20,100,911,1136,BA.5.2.20,BA.5.2.20,BA.5
2668588,2668588-BM.1.1.1,100,832,1944,BM.1.1.1,BM.1.1.1,BM.1.1.1
2669356,2669356-BA.5.2,100,218,6425,BA.5.2,BA.5.2,BA.5
2681656,2681656-BA.5.2.6,100,779,1284,BA.5.2.6,BA.5.2.6,BA.5
2698016,2698016-BF.7.4.1,1000,474,2287,BF.7.4.1,BF.7.4.1,BA.5
2707528,2707528-BQ.1,1000,116,8372,BQ.1,BQ.1,BA.5
2718239,2718239-BA.5.2,1000,911,1136,BA.5.2,BA.5.2,BA.5
2719492,2719492-BA.5.2.1,100,137,11772,BA.5.2.1,BA.5.2.1,BA.5
2725274,2725274-XBB.1,100,711,2291,XBB.1,XBB.1,XBB
2733393,2733393-BQ.1,1000,374,1859,BQ.1,BQ.1,BA.5
2733427,2733427-BQ.1.1,100,280,2142,BQ.1.1,BQ.1.1,BA.5
2733611,2733611-BA.2.3.20,1000,456,2585,BA.2.3.20,BA.2.3.20,BA.2
2737507,2737507-BM.1.1.3,1000,832,1944,BM.1.1.3,BM.1.1.3,BM.1.1.3
2740422,2740422-BN.1.3,1000,644,2523,BN.1.3,BN.1.3,BN.1.3
2750881,2750881-BA.5.1,100,364,3183,BA.5.1,BA.5.1,BA.5
2753556,2753556-BQ.1,1000,84,4503,BQ.1,BQ.1,BA.5
2753797,2753797-BF.7.15,100,387,1835,BF.7.15,BF.7.15,BA.5
2755202,2755202-BY.1,100,930,1114,BY.1,BY.1,BY.1
2758133,2758133-BQ.1.8,100,638,1461,BQ.1.8,BQ.1.8,BA.5
2763985,2763985-XBB,100,711,2291,XBB,XBB,XBB
2763987,2763987-BM.4.1.1,100,930,1114,BM.4.1.1,BM.4.1.1,BM.4.1.1
2767087,2767087-BM.4.1.1,1000,930,1114,BM.4.1.1,BM.4.1.1,BM.4.1.1
2771517,2771517-BA.2,100,286,5105,BA.2,BA.2,BA.2
2774580,2774580-BQ.1.11,1000,723,1342,BQ.1.11,BQ.1.11,BA.5
2774963,2774963-BQ.1,100,373,1865,BQ.1,BQ.1,BA.5
2774966,2774966-BQ.1.1,1000,7,41175,BQ.1.1,BQ.1.1,BA.5
2777076,2777076-BA.5.2.6,100,779,1284,BA.5.2.6,BA.5.2.6,BA.5
2781225,2781225-XBB,100,711,2291,XBB,XBB,XBB
2782659,2782659-BA.5.2.34,100,837,1226,BA.5.2.34,BA.5.2.34,BA.5
2783197,2783197-BQ.1.3.2,100,373,1865,BQ.1.3.2,BQ.1.3.2,BA.5
2785201,2785201-BQ.1.1,1000,479,2287,BQ.1.1,BQ.1.1,BA.5
2785988,2785988-BQ.1.1.5,1000,768,1976,BQ.1.1.5,BQ.1.1.5,BA.5
2786209,2786209-XBB.3,100,711,2291,XBB.3,XBB.3,XBB
2786215,2786215-XBB.9,1000,711,2291,XBB.9,XBB.9,XBB
2788380,2788380-XBB,100,711,2291,XBB,XBB,XBB
2789647,2789647-BQ.1.2,1000,257,3363,BQ.1.2,BQ.1.2,BA.5
2790417,2790417-BQ.1.8,1000,638,1461,BQ.1.8,BQ.1.8,BA.5
2792962,2792962-BQ.1.1,1000,654,1436,BQ.1.1,BQ.1.1,BA.5
2793341,2793341-XBB.8,100,711,2291,XBB.8,XBB.8,XBB
2793347,2793347-XBB,100,711,2291,XBB,XBB,XBB
2797034,2797034-XBB,100,711,2291,XBB,XBB,XBB
2797059,2797059-XBB.1,1000,154,5411,XBB.1,XBB.1,XBB
2798391,2798391-BQ.1.12,1000,533,1600,BQ.1.12,BQ.1.12,BA.5
2799438,2799438-XBB.1,100,409,2476,XBB.1,XBB.1,XBB
2800341,2800341-BA.5.2.6,100,779,1284,BA.5.2.6,BA.5.2.6,BA.5
2800644,2800644-BQ.1.10,100,116,8372,BQ.1.10,BQ.1.10,BA.5
2805899,2805899-BN.1.2,1000,202,4137,BN.1.2,BN.1.2,BN.1.2
2811245,2811245-BQ.1.1,1000,905,1141,BQ.1.1,BQ.1.1,BA.5
2812355,2812355-XBB,100,711,2291,XBB,XBB,XBB
2814591,2814591-BQ.1.1.3,1000,516,1628,BQ.1.1.3,BQ.1.1.3,BA.5
2817155,2817155-BQ.1.10,100,865,1192,BQ.1.10,BQ.1.10,BA.5
2817787,2817787-XBB.1,100,409,2476,XBB.1,XBB.1,XBB
2819716,2819716-BQ.1.1.18,1000,330,2540,BQ.1.1.18,BQ.1.1.18,BA.5
2819719,2819719-BQ.1.1.4,1000,360,1899,BQ.1.1.4,BQ.1.1.4,BA.5
2819916,2819916-BQ.1.3.2,1000,373,1865,BQ.1.3.2,BQ.1.3.2,BA.5
2820455,2820455-XBB.1,1000,409,2476,XBB.1,XBB.1,XBB
2822036,2822036-DE.2,1000,189,3191,DE.2,DE.2,DE.2
2822447,2822447-BQ.1.13,100,664,1427,BQ.1.13,BQ.1.13,BA.5
2822981,2822981-BN.1.3,1000,156,2950,BN.1.3,BN.1.3,BN.1.3
2824075,2824075-BA.5.2.34,1000,837,1226,BA.5.2.34,BA.5.2.34,BA.5
2826396,2826396-CH.1,100,930,1114,CH.1,CH.1,CH
2836649,2836649-BQ.1.1,1000,44,11164,BQ.1.1,BQ.1.1,BA.5
2836806,2836806-BQ.1.10.1,1000,865,1192,BQ.1.10.1,BQ.1.10.1,BA.5
2837311,2837311-XBB,100,732,1331,XBB,XBB,XBB
2839351,2839351-CH.1.1,1000,249,2732,CH.1.1,CH.1.1,CH
2840282,2840282-BA.5.2.6,1000,779,1284,BA.5.2.6,BA.5.2.6,BA.5
2847945,2847945-BM.1.1.3,100,832,1944,BM.1.1.3,BM.1.1.3,BM.1.1.3
2847983,2847983-XBB.2,100,711,2291,XBB.2,XBB.2,XBB
2847994,2847994-XBB.2,100,711,2291,XBB.2,XBB.2,XBB
2849956,2849956-XBB.1,100,460,1707,XBB.1,XBB.1,XBB
2849957,2849957-XBB.2,100,711,2291,XBB.2,XBB.2,XBB
2855585,2855585-XBB.1,100,711,2291,XBB.1,XBB.1,XBB
2855599,2855599-CH.1.1,100,398,1821,CH.1.1,CH.1.1,CH
2855600,2855600-XBB.2,100,711,2291,XBB.2,XBB.2,XBB
2856647,2856647-BQ.1.1.13,100,44,11164,BQ.1.1.13,BQ.1.1.13,BA.5
2858232,2858232-BQ.1.1,100,815,1250,BQ.1.1,BQ.1.1,BA.5
2858987,2858987-BQ.1.23,1000,807,1258,BQ.1.23,BQ.1.23,BA.5
2859833,2859833-EF.1,100,801,1264,EF.1,EF.1,BA.5
2860083,2860083-BQ.1.13,100,664,1427,BQ.1.13,BQ.1.13,BA.5
2860181,2860181-XBB.2,1000,727,1337,XBB.2,XBB.2,XBB
2860223,2860223-CH.1.1,1000,197,2600,CH.1.1,CH.1.1,CH
2862026,2862026-BQ.1.1,100,815,1250,BQ.1.1,BQ.1.1,BA.5
2862488,2862488-BQ.1.1.41,100,280,2142,BQ.1.1.41,BQ.1.1.41,BA.5
2862571,2862571-BQ.1.13,100,664,1427,BQ.1.13,BQ.1.13,BA.5
2864567,2864567-BA.2,100,832,1944,BA.2,BA.2,BA.2
